location_id,timestamp,temperature_c,humidity,weather_condition
2,2024-01-10T22:36:20Z,32.34,18.25,Sunny
8,2024-01-30T14:37:43Z,0.98,75.67,Cloudy
6,2024-01-08T16:02:50Z,-6.38,45.83,Sunny
5,2024-01-23T17:52:18Z,-1.67,60.15,Sunny
2,2024-01-04T21:32:19Z,23.43,93.88,Sunny
1,2024-01-13T21:11:53Z,4.54,3.64,Rainy
5,2024-01-10T13:55:53Z,32.33,70.07,Sunny
4,2024-01-01T17:47:32Z,38.35,66.78,Snowy
3,2024-01-03T10:11:32Z,20.1,17.67,Cloudy
8,2024-01-24T20:56:46Z,28.78,29.05,Rainy
2,2024-01-17T09:24:39Z,15.55,3.51,Cloudy
6,2024-01-01T16:07:42Z,9.71,63.56,Sunny
6,2024-01-25T11:06:41Z,7.77,9.16,Sunny
8,2024-01-26T02:29:05Z,13.62,87.58,Rainy
7,2024-01-18T00:44:33Z,26.83,86.42,Snowy
1,2024-01-22T14:23:17Z,39.58,3.04,Snowy
2,2024-01-09T22:47:14Z,-0.7,81.65,Sunny
6,2024-01-16T23:51:23Z,-9.64,15.09,Cloudy
2,2024-01-02T14:25:46Z,11.94,30.51,Rainy
3,2024-01-04T04:38:46Z,-2.16,23.15,Snowy
6,2024-01-06T14:41:13Z,3.67,11.36,Rainy
2,2024-01-16T00:52:44Z,20.16,27.91,Sunny
8,2024-01-17T14:16:37Z,22.17,47.62,Snowy
4,2024-01-07T06:06:02Z,21.92,52.23,Rainy
6,2024-01-25T07:58:25Z,23.6,44.81,Rainy
3,2024-01-24T22:54:02Z,3.58,64.65,Snowy
1,2024-01-21T11:53:34Z,8.78,32.58,Rainy
7,2024-01-07T08:54:59Z,6.85,41.68,Sunny
6,2024-01-23T03:52:35Z,17.91,90.05,Rainy
2,2024-01-19T16:27:53Z,14.88,42.45,Sunny
4,2024-01-28T01:59:46Z,16.69,51.63,Snowy
8,2024-01-22T19:03:19Z,20.81,23.41,Sunny
3,2024-01-02T08:37:43Z,39.42,53.79,Rainy
8,2024-01-11T03:51:48Z,-0.66,93.21,Cloudy
5,2024-01-19T23:33:20Z,11.87,57.22,Cloudy
1,2024-01-21T10:29:30Z,4.55,25.62,Snowy
8,2024-01-24T00:27:13Z,24.68,74.6,Snowy
8,2024-01-30T02:12:45Z,13.22,16.44,Sunny
6,2024-01-11T07:43:41Z,27.46,18.65,Rainy
2,2024-01-27T08:13:37Z,18.29,3.97,Sunny
8,2024-01-17T23:03:59Z,-3.24,39.97,Rainy
4,2024-01-02T23:50:35Z,1.59,68.76,Snowy
5,2024-01-08T05:49:11Z,12.7,70.79,Rainy
5,2024-01-08T18:25:19Z,-5.46,78.04,Cloudy
8,2024-01-16T21:11:52Z,18.92,95.9,Snowy
1,2024-01-11T08:57:40Z,28.27,48.5,Rainy
4,2024-01-22T04:04:27Z,11.11,38.38,Snowy
6,2024-01-18T13:04:33Z,-5.32,27.12,Snowy
7,2024-01-17T20:26:03Z,2.42,8.46,Snowy
6,2024-01-14T08:37:33Z,4.56,60.36,Sunny
6,2024-01-03T16:15:40Z,4.69,2.4,Cloudy
1,2024-01-30T07:55:35Z,14.65,26.42,Cloudy
6,2024-01-26T09:35:49Z,36.93,21.35,Snowy
7,2024-01-27T08:48:09Z,-1.4,68.69,Snowy
4,2024-01-07T21:03:46Z,31.41,48.74,Snowy
8,2024-01-10T07:46:50Z,28.48,55.15,Cloudy
1,2024-01-13T02:50:11Z,21.96,3.13,Sunny
5,2024-01-17T05:44:45Z,-2.82,35.66,Rainy
3,2024-01-06T14:44:22Z,9.69,0.43,Rainy
7,2024-01-28T22:24:35Z,21.54,7.29,Snowy
2,2024-01-23T20:56:28Z,35.69,84.14,Sunny
1,2024-01-15T00:29:10Z,31.97,59.63,Rainy
4,2024-01-09T02:08:49Z,6.81,95.21,Snowy
1,2024-01-06T11:50:00Z,21.86,76.88,Snowy
6,2024-01-04T04:59:24Z,23.2,93.1,Rainy
1,2024-01-20T02:39:13Z,20.53,85.75,Sunny
7,2024-01-07T19:31:51Z,7.6,85.94,Snowy
5,2024-01-04T03:57:18Z,-6.64,5.18,Rainy
4,2024-01-21T09:46:08Z,18.62,2.83,Sunny
1,2024-01-29T05:31:15Z,25.08,14.75,Sunny
4,2024-01-28T14:19:58Z,10.86,42.18,Snowy
1,2024-01-15T23:45:42Z,22.51,60.07,Cloudy
6,2024-01-04T00:04:30Z,9.26,46.02,Snowy
4,2024-01-16T21:21:31Z,16.85,53.77,Snowy
1,2024-01-01T07:02:50Z,14.0,53.35,Cloudy
1,2024-01-17T09:45:40Z,9.84,48.83,Sunny
7,2024-01-07T20:06:58Z,17.11,99.27,Sunny
8,2024-01-29T13:44:10Z,12.0,12.94,Rainy
7,2024-01-01T02:47:33Z,7.18,68.22,Cloudy
1,2024-01-13T03:11:38Z,11.83,56.02,Snowy
1,2024-01-25T14:09:48Z,28.53,71.6,Rainy
4,2024-01-18T16:59:30Z,-0.76,89.75,Sunny
1,2024-01-06T21:35:03Z,37.25,4.91,Snowy
